date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,23.68,23.95,21.68,21.56,415670.78,-2.27,-9.48,23.494,23.552,23.526,315874.63,323428.65,380113.72
2015-11-26,24.61,24.65,23.95,23.83,308508.94,-0.48,-1.97,23.976,23.753,23.55,321710.51,308111.97,374603.48
2015-11-25,23.99,24.6,24.43,23.8,350471.09,0.47,1.96,23.902,23.788,23.452,307813.9,318895.42,373288.22
2015-11-24,23.43,23.97,23.96,23.3,197656.5,0.51,2.17,23.582,23.837,23.32,295574.26,317235.55,374845.11
2015-11-23,24.2,24.25,23.45,23.3,307065.84,-0.64,-2.66,23.466,23.911,23.266,347349.51,338236.7,395888.64
2015-11-20,23.6,24.38,24.09,23.6,444850.16,0.51,2.16,23.61,24.014,23.187,330982.67,361494.33,407776.69
2015-11-19,23.19,23.64,23.58,22.97,239025.91,0.75,3.29,23.53,24.025,23.041,294513.44,382080.02,404642.56
2015-11-18,23.49,23.7,22.83,22.8,289272.88,-0.55,-2.35,23.674,23.954,22.886,329976.94,428203.42,408267.23
2015-11-17,24.36,24.58,23.38,23.38,456532.75,-0.79,-3.27,24.092,23.956,22.727,338896.85,446327.63,417209.83
2015-11-16,23.3,24.28,24.17,23.03,225231.64,0.48,2.03,24.356,23.757,22.647,329123.9,426472.67,419035.43
2015-11-13,23.97,24.16,23.69,23.53,262504.03,-0.61,-2.51,24.418,23.5,22.47,392005.98,436798.79,423970.32
2015-11-12,25.05,25.29,24.3,24.11,416343.38,-0.62,-2.49,24.52,23.346,22.33,469646.6,441094.98,430685.4
2015-11-11,24.66,25.0,24.92,24.4,333872.44,0.22,0.89,24.234,23.115,22.161,526429.91,427681.01,431191.49
2015-11-10,24.18,25.2,24.7,23.88,407668.0,0.22,0.9,23.82,22.803,21.908,553758.41,432454.66,427124.48
2015-11-09,24.05,24.94,24.48,23.97,539642.06,0.28,1.16,23.158,22.621,21.7,523821.43,453540.57,424165.59
2015-11-06,22.87,24.6,24.2,22.7,650707.12,1.33,5.82,22.582,22.36,21.483,481591.59,454059.06,419150.61
2015-11-05,22.77,23.18,22.87,22.11,700259.94,0.02,0.09,22.172,22.056,21.229,412543.35,427205.1,402446.39
2015-11-04,21.62,23.06,22.85,21.5,470514.91,1.46,6.83,21.996,21.818,21.023,328932.12,388331.04,385843.75
2015-11-03,21.62,21.84,21.39,20.87,257983.14,-0.21,-0.97,21.786,21.498,20.757,311150.91,388092.03,362447.95
2015-11-02,21.7,22.8,21.6,21.5,328492.84,-0.55,-2.48,22.084,21.537,20.565,383259.71,411598.2,358126.73
2015-10-30,22.12,22.79,22.15,21.4,305465.94,0.16,0.73,22.138,21.439,20.358,426526.53,411141.86,350778.28
2015-10-29,22.2,22.35,21.99,21.7,282203.75,0.19,0.87,21.94,21.314,20.168,441866.84,420275.82,344740.95
2015-10-28,22.6,22.85,21.8,21.66,381608.88,-1.08,-4.72,21.64,21.207,19.956,447729.96,434701.98,341181.84
2015-10-27,21.47,23.15,22.88,20.45,618527.12,1.01,4.62,21.21,21.013,19.801,465033.14,421794.3,329940.68
2015-10-26,21.61,22.15,21.87,20.9,544826.94,0.71,3.35,20.99,20.778,19.586,439936.7,394790.61,307612.91
2015-10-23,20.88,21.5,21.16,20.5,382167.53,0.67,3.27,20.74,20.606,19.438,395757.19,384242.16,291643.05
2015-10-22,19.72,20.59,20.49,19.62,311519.34,0.84,4.28,20.688,20.402,19.326,398684.8,377687.68,285065.12
2015-10-21,21.58,21.7,19.65,19.6,468124.78,-2.13,-9.78,20.774,20.227,19.189,421673.99,383356.45,281512.86
2015-10-20,20.6,22.38,21.78,20.48,493044.91,1.16,5.63,20.816,20.016,19.091,378555.46,336803.88,272893.41
2015-10-19,21.0,21.18,20.62,20.2,323929.41,-0.28,-1.34,20.566,19.592,18.901,349644.53,304655.26,259251.31
2015-10-16,21.08,21.17,20.9,20.44,396805.56,-0.02,-0.1,20.472,19.276,18.687,372727.12,290414.71,252786.32
2015-10-15,19.77,21.0,20.92,19.66,426465.28,1.06,5.34,20.116,19.022,18.523,356690.56,269206.07,247003.01
2015-10-14,20.48,20.52,19.86,19.82,252532.16,-0.67,-3.26,19.68,18.705,18.456,345038.91,247661.71,236121.32
2015-10-13,19.9,20.72,20.53,19.8,348490.22,0.38,1.89,19.216,18.589,18.429,295052.3,238087.06,233035.03
2015-10-12,19.15,20.48,20.15,19.15,439342.38,1.03,5.39,18.618,18.394,18.406,259665.98,220435.22,234742.91
2015-10-09,18.74,19.3,19.12,18.61,316622.75,0.38,2.03,18.08,18.269,18.364,208102.29,199043.93,225483.71
2015-10-08,18.3,19.25,18.74,18.0,368207.06,1.2,6.84,17.928,18.25,18.326,181721.59,192442.55,226137.52
2015-10-07,17.53,17.71,17.54,17.49,2599.11,0.0,0.0,17.73,18.15,18.296,150284.51,179669.27,229675.82
2015-09-30,17.65,17.78,17.54,17.01,171558.62,0.08,0.46,17.962,18.166,18.309,181121.81,208982.94,248465.63
2015-09-29,17.96,17.99,17.46,17.35,181523.91,-0.9,-4.9,18.17,18.209,18.356,181204.45,213847.37,266471.01
2015-09-28,17.92,18.5,18.36,17.58,184719.25,0.61,3.44,18.458,18.097,18.455,189985.58,215157.94,290536.48
2015-09-25,18.5,18.7,17.75,17.11,211021.64,-0.95,-5.08,18.572,18.023,18.437,203163.52,224799.95,300012.96
2015-09-24,18.81,19.0,18.7,18.51,156785.64,0.12,0.65,18.57,18.206,18.405,209054.03,224580.94,309258.43
2015-09-23,18.48,19.17,18.58,18.33,171971.8,-0.32,-1.69,18.37,18.268,18.42,236844.06,227983.0,323922.37
2015-09-22,18.9,19.28,18.9,18.41,225429.56,-0.03,-0.16,18.248,18.418,18.546,246490.3,249050.6,324659.83
2015-09-21,17.55,18.98,18.93,17.31,250608.94,1.19,6.71,17.736,18.458,18.774,240330.31,251923.49,329916.45
2015-09-18,17.86,18.25,17.74,17.09,240474.19,0.04,0.23,17.474,18.402,19.118,246436.38,259832.49,336245.06
2015-09-17,17.98,18.91,17.7,17.68,295735.81,-0.27,-1.5,17.842,18.441,19.542,240107.85,279682.37,341774.15
2015-09-16,16.55,17.97,17.97,16.54,220202.98,1.63,9.98,18.166,18.451,19.944,219121.93,287948.33,348607.04
2015-09-15,17.11,17.37,16.34,16.03,194629.62,-1.28,-7.26,18.588,18.502,20.475,251610.9,319094.65,357162.56
2015-09-14,19.68,19.8,17.62,17.62,281139.28,-1.96,-10.01,19.18,18.813,21.063,263516.68,365915.02,372776.28
2015-09-11,19.31,20.0,19.58,19.31,208831.55,0.26,1.35,19.33,18.851,21.558,273228.6,375225.98,372299.63
2015-09-10,19.87,20.19,19.32,19.15,190806.22,-0.76,-3.79,19.04,18.603,21.904,319256.89,393935.92,375014.63
2015-09-09,19.34,20.44,20.08,19.3,382647.81,0.78,4.04,18.736,18.571,22.312,356774.72,419861.74,384607.12
2015-09-08,18.1,19.35,19.3,17.62,254158.52,0.93,5.06,18.416,18.674,22.717,386578.41,400269.07,388152.85
2015-09-07,18.5,19.6,18.37,18.11,329698.88,0.24,1.32,18.446,19.089,23.094,468313.36,407909.42,393977.92
2015-09-02,16.9,18.35,18.13,16.5,438973.03,0.33,1.85,18.372,19.833,23.462,477223.36,412657.63,392350.36
2015-09-01,18.0,18.21,17.8,16.69,378395.38,-0.68,-3.68,18.166,20.642,23.823,468614.95,403865.94,388256.5
2015-08-31,18.9,19.0,18.48,17.8,531666.25,-0.97,-4.99,18.406,21.436,24.192,482948.75,409265.76,385262.55
2015-08-28,17.93,19.46,19.45,17.32,662833.25,1.45,8.06,18.932,22.448,24.413,413959.72,395230.47,371261.92
2015-08-27,17.71,18.1,18.0,16.36,374248.88,0.9,5.26,19.732,23.312,24.693,347505.47,379637.55,353075.41
2015-08-26,19.1,19.54,17.1,17.1,395930.97,-1.9,-10.0,21.294,24.265,25.053,348091.9,369373.28,355776.67
2015-08-25,19.0,19.5,19.0,19.0,450064.41,-2.11,-9.99,23.118,25.205,25.493,339116.93,356093.34,353348.69
2015-08-24,22.0,22.08,21.11,21.11,186721.11,-2.34,-9.98,24.466,26.053,25.747,335582.76,349352.51,353854.37
2015-08-21,25.0,25.5,23.45,23.27,330562.0,-2.36,-9.14,25.964,26.759,25.929,376501.22,376036.64,370877.84
2015-08-20,25.85,27.64,25.81,25.68,377181.0,-0.41,-1.56,26.892,27.099,26.131,411769.62,380046.42,381119.69
2015-08-19,24.7,26.54,26.22,23.74,351056.12,0.48,1.86,27.236,27.09,26.262,390654.66,372043.09,385635.13
2015-08-18,28.5,28.7,25.74,25.74,432393.59,-2.86,-10.0,27.292,27.003,26.347,373069.76,372647.06,391438.15
2015-08-17,28.5,28.95,28.6,27.9,391313.38,0.51,1.82,27.64,26.948,26.444,363122.26,361259.35,388860.49
2015-08-14,27.86,28.88,28.09,27.62,506904.0,0.56,2.03,27.554,26.378,26.407,375572.06,347293.36,399897.83
2015-08-13,26.58,27.56,27.53,26.06,271606.19,1.03,3.89,27.306,26.074,26.348,348323.22,326513.28,402900.46
2015-08-12,27.1,27.5,26.5,26.48,263131.62,-0.98,-3.57,26.944,25.84,26.196,353431.53,342180.07,417033.15
2015-08-11,28.18,28.48,27.48,27.23,382656.09,-0.69,-2.45,26.714,25.78,26.017,372224.36,350604.03,456784.77
2015-08-10,27.15,28.45,28.17,26.71,453562.41,1.32,4.92,26.256,25.44,25.803,359396.44,358356.23,438498.15
2015-08-07,25.96,26.98,26.85,25.86,370659.81,1.13,4.39,25.202,25.098,25.449,319014.66,365719.04,417646.57
2015-08-06,24.7,26.45,25.72,24.5,297147.72,0.37,1.46,24.842,25.163,25.065,304703.34,382192.96,432979.03
2015-08-05,25.26,26.18,25.35,25.0,357095.75,0.16,0.64,24.736,25.434,24.844,330928.6,399227.16,450672.68
2015-08-04,23.33,25.19,25.19,23.11,318516.5,2.29,10.0,24.846,25.69,24.642,328983.71,410229.25,459199.37
2015-08-03,24.5,25.0,22.9,22.6,251653.5,-2.15,-8.58,24.624,25.94,24.566,357316.02,416461.63,470704.14
2015-07-31,24.68,25.8,25.05,24.25,299103.25,-0.14,-0.56,24.994,26.435,24.736,412423.42,452502.31,483108.42
2015-07-30,25.46,26.94,25.19,25.02,428274.0,-0.71,-2.74,25.484,26.622,24.921,459682.57,479287.64,494205.0
2015-07-29,24.51,25.94,25.9,23.82,347371.31,1.82,7.56,26.132,26.551,25.026,467525.72,491886.24,496346.16
2015-07-28,23.58,25.49,24.08,22.31,460178.03,-0.67,-2.71,26.534,26.254,25.247,491474.78,562965.51,495538.27
2015-07-27,26.8,28.19,24.75,24.75,527190.5,-2.75,-10.0,27.256,26.166,25.727,475607.24,518640.06,495578.48
2015-07-24,28.85,29.65,27.5,27.4,535399.0,-0.93,-3.27,27.876,25.8,26.21,492581.19,469574.1,486727.76
2015-07-23,28.15,28.71,28.43,27.43,467489.78,0.52,1.86,27.76,24.967,26.505,498892.7,483765.1,476981.25
2015-07-22,27.4,28.59,27.91,27.21,467116.59,0.22,0.8,26.97,24.254,26.754,516246.76,502118.19,467313.48
2015-07-21,27.6,28.28,27.69,26.8,380840.34,-0.16,-0.57,25.974,23.593,27.176,634456.24,508169.49,456772.92
2015-07-20,27.17,28.6,27.85,26.51,612060.25,0.93,3.46,25.076,23.191,27.726,561672.89,524946.64,452697.79
2015-07-17,24.7,26.93,26.92,24.48,566956.56,2.44,9.97,23.724,23.036,28.195,446567.02,513714.54,438439.84
2015-07-16,22.93,24.93,24.48,21.01,554260.06,1.55,6.76,22.174,23.219,28.759,468637.5,509122.36,433614.74
2015-07-15,25.52,25.52,22.93,22.93,1058164.0,-0.27,-1.16,21.538,23.5,29.575,487989.63,500806.08,427404.9
2015-07-14,23.2,23.2,23.2,23.2,16923.56,2.11,10.01,21.212,24.239,30.549,381882.73,428111.04,396634.89
2015-07-13,21.09,21.09,21.09,21.09,36530.9,1.92,10.02,21.306,25.288,31.464,488220.39,472516.89,415627.9
2015-07-07,20.26,21.0,19.17,19.17,677309.0,-2.13,-10.0,22.348,26.619,32.434,580862.06,503881.41,435190.57
2015-07-06,23.4,23.4,21.3,19.17,651020.69,0.0,0.0,24.264,28.043,33.459,549607.21,470197.4,424793.13
2015-07-03,22.5,24.6,21.3,21.3,527629.5,-2.37,-10.01,25.462,29.253,34.442,513622.53,432508.78,420418.97
2015-07-02,26.25,27.0,23.67,23.67,548611.88,-2.63,-10.0,27.266,30.759,35.477,474339.34,405376.36,421934.67
2015-07-01,28.0,30.0,26.3,25.88,499739.22,-2.45,-8.52,29.27,32.26,36.53,456813.39,380448.93,415349.09
2015-06-30,25.1,28.94,28.75,24.56,521034.75,1.46,5.35,30.89,33.354,37.525,426900.77,363165.15,411465.5
2015-06-29,30.96,30.99,27.29,27.29,471097.31,-3.03,-9.99,31.822,34.298,38.313,390787.6,358107.13,405514.14
