date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-05-22,18.2,19.11,18.33,17.77,173633.34,0.53,2.98,17.472,16.905,14.787,164088.17,183940.44,178121.36
2015-05-21,16.96,18.02,17.8,16.82,164851.88,0.83,4.89,17.248,16.541,14.498,182793.44,190730.86,184671.89
2015-05-20,17.22,17.57,16.97,16.7,142012.09,-0.07,-0.41,16.968,16.114,14.188,181439.01,186619.11,184469.41
2015-05-19,17.01,17.5,17.04,16.75,161337.48,-0.18,-1.04,16.742,15.755,13.919,183431.11,193315.61,185089.6
2015-05-18,16.76,17.8,17.22,16.73,178606.08,0.01,0.06,16.56,15.356,13.643,194842.68,202689.64,188108.07
2015-05-15,16.18,17.45,17.21,15.2,267159.69,0.81,4.94,16.338,14.893,13.344,203792.7,205612.89,193610.0
2015-05-14,15.7,16.76,16.4,15.58,158079.7,0.56,3.54,15.834,14.325,13.075,198668.27,189952.86,196251.84
2015-05-13,15.78,16.3,15.84,15.32,151972.59,-0.29,-1.8,15.26,13.838,12.884,191799.21,184769.18,196522.14
2015-05-12,16.1,17.2,16.13,15.7,218395.34,0.02,0.12,14.768,13.413,12.664,203200.11,185001.79,189313.33
2015-05-11,14.88,16.16,16.11,14.3,223356.2,1.42,9.67,14.152,13.033,12.378,210536.61,176924.92,189669.74
2015-05-08,13.58,14.88,14.69,13.21,241537.5,1.16,8.57,13.448,12.668,12.066,207433.08,172302.28,189454.68
2015-05-07,13.38,13.78,13.53,13.21,123734.41,0.15,1.12,12.816,12.454,11.812,181237.46,178612.93,183925.4
2015-05-06,12.82,13.97,13.38,12.82,208977.08,0.33,2.53,12.416,12.261,11.609,177739.15,182319.71,184746.01
2015-05-05,12.76,13.81,13.05,12.36,255077.84,0.46,3.65,12.058,12.082,11.404,166803.47,176863.59,185190.15
2015-05-04,11.74,12.68,12.59,11.35,207838.55,1.06,9.19,11.914,11.93,11.244,143313.23,173526.49,184265.18
2015-04-30,11.48,11.81,11.53,11.39,110559.43,0.0,0.0,11.888,11.794,11.095,137171.48,181607.1,188956.36
2015-04-29,11.5,11.66,11.53,11.06,106242.83,-0.06,-0.52,12.092,11.825,10.981,175988.4,202550.81,191963.06
2015-04-28,12.68,12.68,11.59,11.4,154298.69,-0.74,-6.0,12.106,11.93,10.866,186900.27,208275.11,194547.51
2015-04-27,12.45,12.85,12.33,12.12,137626.66,-0.13,-1.04,12.106,11.915,10.749,186923.71,193624.87,200617.93
2015-04-24,12.3,12.85,12.46,12.0,177129.78,-0.09,-0.72,11.946,11.722,10.603,203739.76,202414.56,213841.86
2015-04-23,11.79,12.76,12.55,11.44,304644.03,0.95,8.19,11.7,11.464,10.431,226042.72,206607.09,227584.95
2015-04-22,11.63,11.85,11.6,11.45,160802.19,0.01,0.09,11.558,11.169,10.213,229113.23,189237.88,222162.98
2015-04-21,11.35,11.76,11.59,11.27,154415.89,0.06,0.52,11.754,10.956,10.035,229649.95,187172.31,218742.31
