date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,9.8,9.87,8.9,8.89,250747.2,-0.98,-9.92,9.722,9.834,9.746,203488.89,225055.53,265036.0
2015-11-26,10.17,10.28,9.88,9.88,204988.12,-0.29,-2.85,9.902,9.971,9.756,199114.6,247756.41,264017.34
2015-11-25,9.91,10.19,10.17,9.85,212667.69,0.22,2.21,9.908,10.032,9.712,193906.43,285947.44,260701.86
2015-11-24,9.7,9.95,9.95,9.6,159317.89,0.24,2.47,9.808,9.989,9.654,200967.01,290444.32,260377.63
2015-11-23,9.77,9.91,9.71,9.68,189723.56,-0.09,-0.92,9.818,9.946,9.61,235986.3,295748.3,263280.77
2015-11-20,9.91,10.0,9.8,9.61,228875.75,-0.11,-1.11,9.946,9.933,9.584,246622.16,310477.86,266065.4
2015-11-19,9.76,9.93,9.91,9.58,178947.28,0.24,2.48,10.04,9.91,9.555,296398.22,309851.02,271399.76
2015-11-18,10.0,10.17,9.67,9.63,247970.56,-0.33,-3.3,10.156,9.872,9.523,377988.44,322167.63,281043.55
2015-11-17,10.45,10.66,10.0,9.91,334414.34,-0.35,-3.38,10.17,9.885,9.487,379921.64,328586.64,289707.57
2015-11-16,9.99,10.38,10.35,9.8,242902.88,0.08,0.78,10.074,9.805,9.483,355510.31,314805.32,295658.26
2015-11-13,10.4,10.77,10.27,10.1,477756.06,-0.22,-2.1,9.92,9.658,9.466,374333.56,305016.48,308134.56
2015-11-12,9.78,10.71,10.49,9.7,586898.38,0.75,7.7,9.78,9.541,9.407,323303.82,280278.26,305076.48
2015-11-11,9.5,9.77,9.74,9.43,257636.52,0.22,2.31,9.588,9.392,9.324,266346.81,235456.28,294282.69
2015-11-10,9.49,9.73,9.52,9.35,212357.7,-0.06,-0.63,9.6,9.318,9.272,277251.65,230310.94,310517.98
2015-11-09,9.44,9.67,9.58,9.01,337019.12,0.01,0.1,9.536,9.274,9.215,274100.33,230813.24,320054.26
2015-11-06,9.52,9.8,9.57,9.48,222607.38,0.04,0.42,9.396,9.234,9.117,235699.41,221652.95,314569.84
2015-11-05,9.79,9.89,9.53,9.42,302113.34,-0.27,-2.75,9.302,9.2,9.003,237252.71,232948.5,313982.52
2015-11-04,9.32,9.86,9.8,9.31,312160.69,0.6,6.52,9.196,9.174,8.886,204565.75,239919.46,307575.74
2015-11-03,8.89,9.32,9.2,8.8,196601.14,0.32,3.6,9.036,9.088,8.737,183370.22,250828.49,292113.81
2015-11-02,8.8,9.26,8.88,8.75,145014.48,-0.22,-2.42,9.012,9.161,8.618,187526.14,276511.2,287361.17
2015-10-30,9.01,9.33,9.1,8.65,230373.89,0.1,1.11,9.072,9.273,8.514,207606.49,311252.63,287526.95
2015-10-29,8.99,9.13,9.0,8.8,138678.56,0.0,0.0,9.098,9.273,8.415,228644.28,329874.7,286568.31
2015-10-28,8.99,9.35,9.0,8.9,206183.05,-0.08,-0.88,9.152,9.256,8.32,275273.17,353109.1,298565.17
2015-10-27,9.09,9.23,9.08,8.56,217380.7,-0.1,-1.09,9.14,9.226,8.225,318286.76,390725.03,313628.25
2015-10-26,9.46,9.46,9.18,9.06,245416.27,-0.05,-0.54,9.31,9.156,8.117,365496.27,409295.28,327877.89
2015-10-23,9.46,9.48,9.23,8.95,335562.84,-0.04,-0.43,9.474,9.0,7.973,414898.77,407486.73,321324.09
2015-10-22,8.88,9.33,9.27,8.52,371823.0,0.33,3.69,9.448,8.806,7.823,431105.11,395016.55,309446.42
2015-10-21,9.86,9.92,8.94,8.94,421250.97,-0.99,-9.97,9.36,8.598,7.66,430945.03,375232.03,294847.63
2015-10-20,10.01,10.43,9.93,9.6,453428.28,-0.07,-0.7,9.312,8.386,7.504,463163.3,333399.13,280685.28
2015-10-19,8.98,10.0,10.0,8.91,492428.78,0.9,9.89,9.002,8.074,7.308,453094.29,298211.13,263325.86
2015-10-16,8.98,9.48,9.1,8.98,416594.5,0.27,3.06,8.526,7.755,7.081,400074.69,263801.27,243887.46
2015-10-15,8.51,8.85,8.83,8.36,371022.62,0.13,1.49,8.164,7.557,6.918,358928.0,243261.93,229332.72
2015-10-14,8.38,9.14,8.7,8.09,582342.31,0.32,3.82,7.836,7.383,6.802,319519.02,244021.24,215311.26
2015-10-13,7.54,8.38,8.38,7.49,403083.22,0.76,9.97,7.46,7.223,6.685,203634.96,236531.47,191543.24
2015-10-12,7.39,7.71,7.62,7.3,227330.8,0.33,4.53,7.146,7.078,6.597,143327.97,246460.5,179298.4
2015-10-09,7.15,7.4,7.29,7.03,210861.06,0.1,1.39,6.984,6.946,6.53,127527.85,235161.44,172890.68
