date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,22.2,22.3,20.29,20.29,675595.38,-2.25,-9.98,22.076,22.296,22.119,408158.17,467935.41,697906.27
2015-11-26,23.01,23.59,22.55,22.53,409473.03,-0.3,-1.31,22.478,22.592,22.059,329496.32,474447.26,683798.21
2015-11-25,22.45,22.88,22.87,22.26,323070.34,0.36,1.6,22.464,22.684,21.876,311397.22,511190.77,675592.95
2015-11-24,22.08,22.76,22.53,22.02,336115.31,0.41,1.85,22.314,22.757,21.688,368692.28,558476.6,672613.57
2015-11-23,22.31,22.85,22.14,22.01,296536.78,-0.15,-0.67,22.392,22.834,21.561,489999.08,633447.54,671660.83
2015-11-20,22.55,22.6,22.3,22.16,282286.12,-0.18,-0.8,22.516,22.94,21.449,527712.65,739676.97,685936.14
2015-11-19,22.15,22.49,22.48,22.04,318977.56,0.36,1.63,22.706,23.072,21.292,619398.2,867299.69,685876.3
2015-11-18,22.7,23.5,22.12,22.0,609545.62,-0.79,-3.45,22.904,23.003,21.122,710984.32,1019678.53,685599.92
2015-11-17,23.2,24.28,22.92,22.65,942649.31,0.16,0.7,23.2,22.819,20.964,748260.91,1026508.0,687138.24
2015-11-16,22.4,22.96,22.76,22.11,485104.62,-0.43,-1.85,23.276,22.372,20.792,776896.0,949578.72,665176.88
2015-11-13,23.0,23.97,23.25,22.88,740713.88,-0.2,-0.85,23.364,21.941,20.593,951641.3,927877.14,673434.65
2015-11-12,24.08,24.4,23.47,23.0,776908.19,-0.13,-0.55,23.438,21.526,20.335,1115201.17,893149.16,659995.9
2015-11-11,23.1,24.14,23.6,22.68,795928.56,0.29,1.24,23.102,21.067,20.052,1328372.74,839995.12,634690.33
2015-11-10,22.7,24.7,23.3,22.6,1085824.75,0.2,0.87,22.438,20.619,19.735,1304755.09,786750.54,610481.69
2015-11-09,23.7,24.95,23.2,22.8,1358831.12,-0.49,-2.07,21.468,20.288,19.446,1122261.43,709874.12,567566.74
2015-11-06,21.59,23.95,23.62,21.31,1558513.25,1.85,8.5,20.518,19.957,19.174,904112.98,632195.3,521931.41
2015-11-05,20.66,22.31,21.79,20.65,1842766.0,1.51,7.45,19.614,19.511,18.866,671097.14,504452.92,457246.84
2015-11-04,18.63,20.28,20.28,18.51,677840.31,1.84,9.98,19.032,19.241,18.625,351617.5,351521.3,383134.24
2015-11-03,18.46,18.71,18.45,18.32,173356.48,-0.01,-0.05,18.8,19.108,18.414,268746.0,347768.47,358555.26
2015-11-02,18.65,19.12,18.45,18.37,268088.84,-0.65,-3.4,19.108,19.212,18.298,297486.82,380775.05,360753.98
2015-10-30,18.76,19.76,19.1,18.46,393434.06,0.22,1.17,19.396,19.245,18.177,360277.62,418992.16,352302.31
2015-10-29,19.4,19.4,18.88,18.66,245367.81,-0.24,-1.25,19.408,19.144,18.017,337808.71,426842.65,341699.41
2015-10-28,19.85,19.98,19.12,19.1,263482.81,-0.89,-4.45,19.45,19.036,17.882,351425.11,429385.54,337695.85
2015-10-27,19.45,20.15,19.99,19.01,317060.56,0.11,0.55,19.416,18.85,17.733,426790.94,434212.83,335456.27
2015-10-26,19.9,20.97,19.89,19.8,582042.88,0.74,3.86,19.316,18.604,17.581,464063.28,425259.35,337762.34
2015-10-23,19.37,19.4,19.16,18.6,281089.47,0.06,0.31,19.094,18.391,17.407,477706.7,411667.52,318296.56
2015-10-22,18.68,19.17,19.09,18.44,313449.81,0.0,0.0,18.88,18.221,17.264,515876.59,410040.75,320111.9
2015-10-21,19.5,19.64,18.95,18.05,640312.0,-0.54,-2.77,18.622,18.009,17.142,507345.98,414747.18,319172.58
2015-10-20,18.59,19.5,19.49,18.59,503422.22,0.73,3.89,18.284,17.719,17.065,441634.72,369342.05,305742.78
2015-10-19,18.1,19.35,18.78,18.1,650260.0,0.7,3.87,17.892,17.383,16.905,386455.42,340732.91,297418.97
2015-10-16,17.98,18.3,18.09,17.74,471938.94,0.3,1.69,17.688,17.109,16.815,345628.33,285612.47,297363.35
2015-10-15,17.24,17.85,17.8,17.03,270796.75,0.53,3.07,17.562,16.889,16.753,304204.9,256556.18,285069.98
2015-10-14,17.59,17.94,17.26,17.21,311755.69,-0.29,-1.65,17.396,16.727,16.722,322148.38,246006.16,285186.39
2015-10-13,17.51,17.83,17.53,17.4,227525.73,-0.23,-1.29,17.154,16.616,16.73,297049.38,236699.72,294321.16
2015-10-12,16.99,18.12,17.76,16.75,446124.56,0.8,4.72,16.874,16.557,16.713,295010.4,250265.33,300962.09
2015-10-09,17.0,17.49,17.46,16.9,264821.78,0.48,2.83,16.53,16.422,16.647,225596.6,224925.61,307158.71
2015-10-08,17.01,17.22,16.97,16.86,360514.12,0.94,5.86,16.216,16.306,16.608,208907.45,230183.06,347752.59
2015-09-30,15.99,16.53,16.05,15.98,186260.73,-0.08,-0.5,16.058,16.275,16.587,169863.95,223597.97,392917.42
2015-09-29,15.79,16.58,16.13,15.63,217330.81,0.09,0.56,16.078,16.411,16.583,176350.05,242143.51,418450.75
2015-09-28,15.79,16.16,16.04,15.61,99055.55,0.19,1.2,16.24,16.427,16.587,205520.26,254105.03,455703.12
2015-09-25,16.12,16.18,15.89,15.55,181376.06,-0.29,-1.79,16.314,16.52,16.557,224254.62,309114.24,498826.27
2015-09-24,16.25,16.44,16.18,16.0,165296.61,0.02,0.12,16.396,16.616,16.483,251458.66,313583.78,541115.61
2015-09-23,16.59,16.73,16.15,16.14,218691.2,-0.78,-4.61,16.492,16.717,16.399,277331.99,324366.61,585451.3
2015-09-22,16.46,17.48,16.94,16.36,363181.88,0.52,3.17,16.744,16.844,16.394,307936.97,351942.6,623680.89
2015-09-21,16.04,16.58,16.41,16.0,192727.33,0.11,0.68,16.614,16.869,16.437,302689.8,351658.84,632362.11
2015-09-18,16.75,16.85,16.3,16.0,317396.28,-0.36,-2.16,16.726,16.871,16.592,393973.86,389391.81,644114.89
2015-09-17,17.03,17.58,16.66,16.6,294663.28,-0.74,-4.25,16.836,16.909,16.804,375708.89,465322.12,656968.43
2015-09-16,16.03,17.9,17.41,15.95,371716.09,1.12,6.88,16.942,16.899,16.979,371401.22,562236.86,688401.04
2015-09-15,16.47,16.67,16.29,15.71,336946.03,-0.68,-4.01,16.944,16.754,17.203,395948.22,594757.99,690390.75
2015-09-14,16.72,17.0,16.97,15.58,649147.62,0.13,0.77,17.124,16.747,17.501,400627.89,657301.21,703325.99
2015-09-11,17.05,17.25,16.85,16.59,226071.44,-0.3,-1.75,17.016,16.593,17.754,384809.75,688538.3,689000.42
2015-09-10,17.01,17.24,17.19,16.83,273124.91,-0.23,-1.32,16.982,16.35,18.005,554935.34,768647.45,697729.01
2015-09-09,17.3,17.93,17.42,17.01,494451.12,0.27,1.57,16.856,16.081,18.247,753072.51,846535.99,712610.76
