date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,37.8,37.8,37.8,37.8,440.01,3.44,10.01,32.67,34.842,43.012,11145.4,19848.23,21908.31
2015-11-26,34.36,34.36,34.36,34.36,280.03,3.12,9.99,32.12,35.418,43.973,17124.91,21891.41,23896.67
2015-11-25,31.24,31.24,31.24,31.24,229.03,2.84,10.0,33.036,36.822,44.999,21570.89,24479.88,26003.48
2015-09-02,28.99,32.59,28.4,28.4,39533.25,-3.15,-9.98,34.108,38.598,46.02,26228.45,26253.51,27975.71
2015-09-01,34.0,34.0,31.55,31.55,15244.66,-3.5,-9.99,35.484,40.783,47.1,22444.99,24453.44,27357.52
2015-08-31,38.3,38.3,35.05,35.05,30337.58,-3.89,-9.99,37.014,42.588,48.013,28551.06,26691.77,27951.31
2015-08-28,36.93,39.39,38.94,35.9,22509.92,2.34,6.39,38.716,44.533,48.597,26657.91,25401.2,27731.59
2015-08-27,35.98,37.0,36.6,32.46,23516.83,1.32,3.74,40.608,45.979,49.102,27388.87,24774.8,27814.21
2015-08-26,39.2,40.2,35.28,35.28,20615.98,-3.92,-10.0,43.088,47.717,49.722,26278.58,24484.87,28540.85
2015-08-25,39.2,40.85,39.2,39.2,45775.01,-4.36,-10.01,46.082,49.459,50.42,26461.89,24788.55,29453.63
2015-08-24,45.5,47.99,43.56,43.56,20871.81,-4.84,-10.0,48.162,51.182,50.827,24832.47,23968.4,30023.67
2015-08-21,47.96,49.36,48.4,45.62,26164.72,-0.6,-1.22,50.35,52.527,51.237,24144.49,25901.93,31876.78
2015-08-20,50.24,50.63,49.0,48.1,17965.36,-1.25,-2.49,51.35,53.175,51.692,22160.73,27527.09,33083.63
2015-08-19,48.0,50.49,50.25,45.0,21532.54,0.65,1.31,52.346,53.441,52.188,22691.17,29697.9,34890.04
2015-08-18,55.0,56.33,49.6,49.1,37627.94,-4.9,-8.99,52.836,53.416,52.584,23115.21,30261.61,36737.32
2015-08-17,53.88,54.6,54.5,52.8,17431.89,1.1,2.06,54.202,53.438,53.139,23104.32,29210.84,38622.23
