date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,43.0,44.19,39.58,39.06,45141.2,-3.78,-8.72,43.446,44.463,42.517,55096.48,66865.9,66100.41
2015-11-26,45.01,45.27,43.36,43.2,47084.4,-1.87,-4.13,44.61,44.923,42.41,55984.36,73967.73,67183.73
2015-11-25,43.8,46.0,45.23,42.97,63279.49,1.23,2.79,44.778,44.866,42.198,57257.52,74031.01,67535.14
2015-11-24,45.9,46.99,44.0,43.8,60460.08,-1.06,-2.35,44.332,44.753,41.901,55546.96,73159.4,67494.78
2015-11-23,45.11,47.33,45.06,43.6,59517.25,-0.34,-0.75,44.772,44.636,41.776,68088.58,72994.47,69365.74
2015-11-20,44.75,46.6,45.4,44.51,49580.59,1.2,2.71,45.48,44.437,41.641,78635.32,77042.63,69142.3
2015-11-19,43.6,44.88,44.2,43.0,53450.18,1.2,2.79,45.236,43.887,41.296,91951.1,78693.88,70649.08
2015-11-18,46.15,46.9,43.0,42.8,54726.71,-3.2,-6.93,44.954,43.243,41.096,90804.51,79730.35,70956.35
2015-11-17,49.05,50.0,46.2,45.7,123168.16,-2.4,-4.94,45.174,42.835,40.94,90771.84,79816.33,73765.12
2015-11-16,42.01,48.6,48.6,42.01,112250.96,4.42,10.01,44.5,41.845,40.655,77900.37,71338.99,71469.29
2015-11-13,42.9,47.07,44.18,42.61,116159.51,1.39,3.25,43.394,40.57,40.097,75449.94,65334.93,69137.69
2015-11-12,44.3,44.7,42.79,42.2,47717.2,-1.31,-2.97,42.538,39.897,39.683,65436.65,60399.72,63381.82
2015-11-11,42.9,44.98,44.1,42.0,54563.37,1.27,2.96,41.532,39.529,39.306,68656.2,61039.27,63768.26
2015-11-10,42.3,44.3,42.83,41.83,58810.82,-0.24,-0.56,40.496,39.048,38.911,68860.82,61830.16,65524.56
2015-11-09,39.55,43.89,43.07,38.72,99998.79,3.17,7.95,39.19,38.915,38.522,64777.61,65737.0,64885.55
2015-11-06,37.51,41.49,39.9,37.51,66093.06,2.14,5.67,37.746,38.844,37.961,55219.91,61241.98,63307.92
2015-11-05,38.92,39.49,37.76,37.0,63814.96,-1.16,-2.98,37.256,38.705,37.704,55362.8,62604.29,63669.34
2015-11-04,36.92,39.26,38.92,36.92,55586.47,2.62,7.22,37.526,38.948,37.396,53422.33,62182.35,63664.37
2015-11-03,36.48,36.75,36.3,35.53,38394.77,0.45,1.25,37.6,39.044,37.05,54799.51,67713.91,63941.93
