date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,11.35,11.36,10.6,10.36,302460.56,-0.9,-7.83,11.142,10.818,10.759,396122.55,287152.51,316128.08
2015-11-26,11.38,11.64,11.5,11.16,349787.22,0.05,0.44,11.178,10.808,10.711,389153.6,277112.55,310341.45
2015-11-25,11.5,11.5,11.45,11.11,451401.12,-0.16,-1.38,10.968,10.758,10.625,345786.78,273992.55,300565.78
2015-11-24,10.55,11.61,11.61,10.5,708265.69,1.06,10.05,10.736,10.692,10.539,281529.2,248934.79,290980.33
2015-11-23,10.71,10.81,10.55,10.53,168698.16,-0.23,-2.13,10.502,10.606,10.459,184508.78,200592.67,268249.07
2015-11-20,10.45,10.88,10.78,10.35,267615.81,0.33,3.16,10.494,10.626,10.442,178182.47,211462.02,277942.98
2015-11-19,10.29,10.45,10.45,10.22,132953.12,0.16,1.55,10.438,10.633,10.393,165071.5,211637.12,275619.92
2015-11-18,10.48,10.59,10.29,10.26,130113.22,-0.15,-1.44,10.548,10.667,10.35,202198.32,240143.87,278699.93
2015-11-17,10.6,10.88,10.44,10.39,223163.59,-0.07,-0.67,10.648,10.744,10.298,216340.37,293965.64,285059.73
2015-11-16,10.3,10.52,10.51,10.13,137066.62,0.01,0.1,10.71,10.774,10.29,216676.56,334882.12,287663.36
2015-11-13,10.83,10.88,10.5,10.42,202060.94,-0.5,-4.54,10.758,10.699,10.261,244741.56,345103.66,290752.86
2015-11-12,10.79,11.15,11.0,10.71,318587.25,0.21,1.95,10.828,10.613,10.236,258202.74,343570.35,295110.7
2015-11-11,10.7,10.87,10.79,10.5,200823.47,0.04,0.37,10.786,10.492,10.18,278089.41,327139.01,288691.08
2015-11-10,10.69,10.92,10.75,10.57,224844.5,0.0,0.0,10.84,10.386,10.122,371590.91,333025.86,289681.88
2015-11-09,10.85,10.87,10.75,10.5,277391.66,-0.1,-0.92,10.838,10.312,10.08,453087.68,335905.47,290422.79
2015-11-06,10.75,11.1,10.85,10.68,269366.84,0.06,0.56,10.64,10.258,10.036,445465.75,344423.94,294908.95
2015-11-05,10.8,11.03,10.79,10.6,418020.59,-0.27,-2.44,10.398,10.152,9.967,428937.95,339602.71,299882.12
2015-11-04,10.93,11.09,11.06,10.3,668330.94,0.32,2.98,10.198,10.033,9.857,376188.6,317255.98,290384.73
2015-11-03,10.01,10.74,10.74,9.85,632328.38,0.98,10.04,9.932,9.852,9.72,294460.82,276153.82,257090.43
2015-11-02,9.56,10.1,9.76,9.41,239281.98,0.12,1.25,9.786,9.806,9.591,218723.25,240444.6,233755.92
2015-10-30,9.75,9.89,9.64,9.42,186727.84,-0.15,-1.53,9.876,9.822,9.52,243382.14,236402.07,231667.35
2015-10-29,9.84,9.95,9.79,9.68,154273.88,0.06,0.62,9.906,9.859,9.471,250267.48,246651.05,234111.22
2015-10-28,10.02,10.35,9.73,9.65,259692.02,-0.28,-2.8,9.868,9.868,9.389,258323.36,250243.15,232917.71
2015-10-27,10.18,10.18,10.01,9.6,253640.52,-0.2,-1.96,9.772,9.858,9.309,257846.82,246337.91,224681.9
2015-10-26,10.0,10.49,10.21,9.81,362576.44,0.42,4.29,9.826,9.847,9.212,262165.95,244940.12,216592.4
2015-10-23,9.71,9.81,9.79,9.41,221154.52,0.19,1.98,9.768,9.814,9.112,229421.99,245393.95,207454.58
2015-10-22,9.39,9.73,9.6,9.16,194553.31,0.35,3.78,9.812,9.781,9.036,243034.62,260161.52,204499.79
2015-10-21,10.25,10.25,9.25,9.25,257309.3,-1.03,-10.02,9.868,9.681,8.95,242162.94,263513.47,199905.71
2015-10-20,9.93,10.32,10.28,9.93,275236.16,0.36,3.63,9.944,9.587,8.881,234828.99,238027.04,197400.96
2015-10-19,10.01,10.08,9.92,9.74,198856.66,-0.09,-0.9,9.868,9.375,8.767,227714.3,227067.24,192574.26
2015-10-16,10.0,10.06,10.01,9.59,289217.66,0.13,1.32,9.86,9.217,8.634,261365.92,226932.63,189466.04
2015-10-15,9.56,9.93,9.88,9.5,190194.94,0.25,2.6,9.75,9.083,8.502,277288.42,221571.39,183451.85
2015-10-14,10.0,10.27,9.63,9.58,220639.55,-0.27,-2.73,9.494,8.91,8.41,284864.0,215592.28,180259.28
2015-10-13,9.77,10.14,9.9,9.66,239662.69,0.02,0.2,9.23,8.76,8.33,241225.09,203025.9,178353.98
2015-10-12,9.65,10.16,9.88,9.5,367114.75,0.42,4.44,8.882,8.576,8.235,226420.19,188244.68,176044.81
2015-10-09,8.6,9.46,9.46,8.51,368830.19,0.86,10.0,8.574,8.409,8.121,192499.34,169515.2,163003.74
2015-10-08,8.45,8.78,8.6,8.3,228072.84,0.44,5.39,8.416,8.29,8.006,165854.35,148838.05,150918.63
2015-10-07,8.3,8.35,8.31,8.28,2445.0,0.15,1.84,8.326,8.219,7.921,146320.55,136297.94,148387.48
