date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,7.6,7.66,7.01,6.93,382567.19,-0.69,-8.96,7.61,7.738,7.657,277317.96,361765.19,399511.46
2015-11-26,7.8,7.82,7.66,7.61,251932.98,-0.12,-1.54,7.802,7.807,7.687,295991.35,361084.5,401370.91
2015-11-25,7.72,7.82,7.77,7.67,215887.7,0.01,0.13,7.858,7.811,7.694,319714.3,372265.2,412730.87
2015-11-24,7.81,7.82,7.76,7.58,245737.31,-0.09,-1.15,7.86,7.819,7.681,351403.04,394282.61,426547.03
2015-11-23,7.95,8.05,7.85,7.8,290464.62,-0.12,-1.51,7.886,7.821,7.682,457601.47,416398.53,444024.25
2015-11-20,7.97,8.19,7.97,7.86,475934.12,0.01,0.13,7.866,7.811,7.692,446212.43,437508.34,473915.06
2015-11-19,7.83,7.97,7.94,7.71,370547.75,0.15,1.93,7.812,7.79,7.674,426177.65,446430.67,483630.16
2015-11-18,7.9,7.95,7.78,7.67,374331.38,-0.12,-1.52,7.764,7.748,7.641,424816.1,459861.68,489023.17
2015-11-17,7.82,8.23,7.89,7.73,776729.5,0.15,1.94,7.778,7.705,7.592,437162.18,456210.2,502321.26
2015-11-16,7.48,7.75,7.75,7.28,233519.38,0.07,0.91,7.756,7.622,7.565,375195.58,410054.19,484960.54
2015-11-13,7.7,7.87,7.7,7.62,375760.25,0.02,0.26,7.756,7.576,7.538,428804.25,437257.72,508193.56
2015-11-12,7.9,7.9,7.7,7.58,363739.97,-0.14,-1.79,7.768,7.566,7.517,466683.69,441657.32,528835.31
2015-11-11,7.78,7.94,7.85,7.71,436061.78,0.08,1.03,7.732,7.576,7.476,494907.26,453196.55,529246.41
2015-11-10,7.7,7.96,7.78,7.62,466896.5,0.03,0.39,7.632,7.542,7.417,475258.22,458811.44,527648.95
2015-11-09,7.65,7.88,7.75,7.53,501562.75,-0.01,-0.13,7.488,7.543,7.374,444912.8,471649.98,531602.56
2015-11-06,7.52,7.88,7.76,7.45,565157.44,0.23,3.05,7.396,7.572,7.321,445711.19,510321.78,529423.98
2015-11-05,7.42,7.67,7.52,7.3,504857.81,0.16,2.17,7.364,7.557,7.253,416630.96,520829.66,517454.52
2015-11-04,7.06,7.37,7.35,7.06,337816.59,0.31,4.4,7.42,7.534,7.197,411485.84,518184.66,508353.29
2015-11-03,7.28,7.39,7.06,6.9,315169.41,-0.22,-3.02,7.452,7.479,7.132,442364.67,548432.32,498457.54
2015-11-02,7.68,7.87,7.29,7.25,505554.69,-0.31,-4.08,7.598,7.507,7.077,498387.16,559866.9,494515.03
2015-10-30,7.76,7.76,7.6,7.4,419756.28,-0.19,-2.44,7.748,7.499,7.025,574932.36,579129.39,484017.1
2015-10-29,7.6,7.85,7.8,7.48,479132.22,0.29,3.86,7.75,7.468,6.95,625028.36,616013.3,491448.18
2015-10-28,7.7,7.98,7.51,7.43,492210.75,-0.26,-3.35,7.648,7.376,6.899,624883.49,605296.27,496753.11
2015-10-27,7.8,7.89,7.79,7.3,595281.88,-0.23,-2.87,7.506,7.291,6.854,654499.96,596486.46,500471.29
2015-10-26,7.64,8.14,8.04,7.5,888280.69,0.43,5.65,7.416,7.205,6.788,621346.63,591555.14,492858.5
2015-10-23,7.24,7.78,7.61,7.19,670236.25,0.32,4.39,7.25,7.069,6.714,583326.42,548526.19,482770.39
2015-10-22,6.75,7.35,7.29,6.75,478407.88,0.49,7.21,7.186,6.949,6.638,606998.24,514079.38,465393.27
2015-10-21,7.28,7.56,6.8,6.7,640293.12,-0.54,-7.36,7.104,6.859,6.55,585709.04,498521.92,455861.11
2015-10-20,7.13,7.44,7.34,7.09,429515.22,0.14,1.94,7.076,6.784,6.498,538472.96,448482.77,435571.66
2015-10-19,7.33,7.58,7.21,7.1,698179.62,-0.09,-1.23,6.994,6.647,6.392,561763.66,429163.16,425210.72
2015-10-16,7.01,7.51,7.29,6.9,788595.38,0.41,5.96,6.888,6.55,6.319,513725.97,388904.82,405021.98
2015-10-15,6.6,6.93,6.88,6.56,371961.88,0.23,3.46,6.712,6.431,6.272,421160.51,366883.06,374095.0
2015-10-14,6.83,6.88,6.66,6.62,404112.72,-0.27,-3.9,6.614,6.422,6.243,411334.79,388209.95,369297.65
