date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,8.18,8.29,7.45,7.39,183206.52,-0.76,-9.26,8.124,8.105,8.019,204322.69,204284.79,222915.71
2015-11-26,8.31,8.35,8.21,8.18,162479.53,-0.09,-1.08,8.276,8.15,8.02,211386.61,203754.8,220093.61
2015-11-25,8.26,8.35,8.31,8.18,166151.0,0.03,0.36,8.26,8.135,7.988,226136.15,203752.81,220559.97
2015-11-24,8.36,8.36,8.28,8.03,172310.52,-0.09,-1.07,8.184,8.119,7.948,220968.66,214458.1,224205.01
2015-11-23,8.28,8.58,8.37,8.2,337465.88,0.15,1.82,8.144,8.096,7.904,239719.56,221849.17,224003.95
2015-11-20,8.15,8.23,8.21,8.07,218526.14,0.08,0.98,8.086,8.082,7.861,204246.89,221874.89,216259.8
2015-11-19,8.15,8.24,8.13,8.04,236227.22,0.18,2.26,8.024,8.074,7.828,196122.98,229708.67,216271.94
2015-11-18,8.08,8.09,7.93,7.85,140313.55,-0.15,-1.86,8.01,8.049,7.779,181369.46,234540.93,211487.98
2015-11-17,8.08,8.22,8.08,8.01,266065.03,0.02,0.25,8.054,8.05,7.727,207947.53,248856.54,218418.02
2015-11-16,7.75,8.1,8.08,7.7,160102.5,0.19,2.41,8.048,8.005,7.698,203978.77,245908.66,213559.31
2015-11-13,7.97,8.09,7.9,7.81,177906.58,-0.16,-1.99,8.078,7.932,7.664,239502.89,241546.64,215246.74
2015-11-12,8.13,8.18,8.06,7.97,162459.66,-0.09,-1.1,8.124,7.89,7.647,263294.37,236432.42,219650.03
2015-11-11,8.04,8.2,8.15,8.03,273203.88,0.11,1.37,8.088,7.84,7.615,287712.39,237367.13,221202.14
2015-11-10,8.12,8.28,8.05,7.97,246221.23,-0.18,-2.19,8.046,7.776,7.571,289765.55,233951.92,218112.68
2015-11-09,7.97,8.34,8.23,7.89,337723.12,0.1,1.23,7.962,7.712,7.542,287838.55,226158.74,217239.56
2015-11-06,7.88,8.17,8.13,7.85,296863.97,0.25,3.17,7.786,7.639,7.494,243590.38,210644.72,213025.55
2015-11-05,7.86,8.12,7.88,7.8,284549.75,-0.06,-0.76,7.656,7.582,7.437,209570.47,202835.21,208005.62
2015-11-04,7.6,7.96,7.94,7.55,283469.69,0.31,4.06,7.592,7.508,7.391,187021.87,188435.04,205356.38
2015-11-03,7.36,7.74,7.63,7.35,236586.23,0.28,3.81,7.506,7.404,7.322,178138.28,187979.5,197758.17
2015-11-02,7.33,7.56,7.35,7.25,116482.27,-0.1,-1.34,7.462,7.39,7.268,164478.93,181209.95,192559.61
2015-10-30,7.5,7.57,7.48,7.35,126764.42,-0.05,-0.66,7.492,7.395,7.224,177699.05,188946.85,191282.93
2015-10-29,7.54,7.65,7.56,7.33,171806.72,0.05,0.67,7.508,7.403,7.173,196099.96,202867.63,195103.73
2015-10-28,7.39,7.74,7.51,7.36,239051.77,0.09,1.21,7.424,7.39,7.119,189848.22,205037.14,191350.75
2015-10-27,7.48,7.5,7.41,7.11,168289.47,-0.1,-1.33,7.302,7.366,7.06,197820.72,202273.44,184284.15
2015-10-26,7.53,7.59,7.5,7.42,182582.88,-0.06,-0.79,7.318,7.372,7.014,197940.97,208320.38,182679.54
2015-10-23,7.19,7.75,7.56,7.1,218768.94,0.43,6.03,7.298,7.348,6.961,200194.64,215406.38,179399.77
2015-10-22,6.91,7.18,7.14,6.87,140548.02,0.23,3.33,7.298,7.291,6.897,209635.3,213176.03,173381.73
2015-10-21,7.43,7.62,6.9,6.87,278914.31,-0.59,-7.88,7.356,7.274,6.851,220226.07,222277.73,174634.51
2015-10-20,7.34,7.52,7.49,7.29,168890.69,0.09,1.22,7.43,7.24,6.821,206726.16,207536.84,166187.02
2015-10-19,7.5,7.57,7.4,7.32,193851.25,-0.15,-1.99,7.426,7.145,6.733,218699.78,203909.28,164445.25
2015-10-16,7.62,7.67,7.56,7.4,265972.25,0.12,1.61,7.398,7.053,6.669,230618.12,193619.02,163115.73
2015-10-15,7.23,7.48,7.43,7.12,193501.84,0.15,2.06,7.284,6.943,6.63,216716.76,187339.83,155826.12
2015-10-14,7.4,7.56,7.27,7.25,211414.77,-0.19,-2.55,7.192,6.847,6.595,224329.39,177664.36,154828.48
