date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-11-27,29.75,30.46,28.8,28.32,67812.62,-1.1,-3.68,29.368,29.246,29.085,54459.73,46997.56,47764.6
2015-11-26,30.3,30.45,29.9,29.66,48635.22,-0.28,-0.93,29.502,29.29,29.074,49425.01,44572.49,46140.6
2015-11-25,29.08,30.2,30.18,29.0,70039.36,1.08,3.71,29.314,29.304,29.003,44694.86,48544.42,47068.99
2015-11-24,28.9,29.12,29.1,28.3,37222.0,0.24,0.83,29.0,29.211,28.951,38366.82,46446.09,45058.95
2015-11-23,29.29,29.35,28.86,28.8,48589.47,-0.61,-2.07,29.03,29.224,28.994,40293.46,47186.38,44599.38
2015-11-20,29.09,29.52,29.47,28.95,42639.01,0.51,1.76,29.124,29.282,29.051,39535.38,49668.39,44230.86
2015-11-19,28.63,28.97,28.96,28.53,24984.48,0.35,1.22,29.078,29.27,29.065,39719.97,50475.02,44060.88
2015-11-18,29.26,29.39,28.61,28.5,38399.12,-0.64,-2.19,29.294,29.264,29.047,52393.98,52214.22,44759.43
2015-11-17,29.5,29.87,29.25,29.06,46855.21,-0.08,-0.27,29.422,29.268,28.972,54525.36,52043.31,45077.06
2015-11-16,28.81,29.43,29.33,28.58,44799.06,0.09,0.31,29.418,29.073,28.953,54079.3,50561.1,44744.72
2015-11-13,29.7,29.89,29.24,28.88,43561.99,-0.8,-2.66,29.44,28.924,28.878,59801.41,48531.64,43665.39
2015-11-12,29.31,30.25,30.04,29.08,88354.5,0.79,2.7,29.462,28.857,28.821,61230.06,47708.7,42817.47
2015-11-11,29.2,29.4,29.25,29.0,49056.02,0.02,0.07,29.234,28.701,28.726,52034.46,45593.55,39917.08
2015-11-10,29.44,29.59,29.23,29.0,44624.93,-0.21,-0.71,29.114,28.69,28.625,49561.27,43671.81,38377.7
2015-11-09,28.99,29.76,29.44,28.91,73409.61,0.09,0.31,28.728,28.763,28.55,47042.9,42012.38,36952.07
2015-11-06,28.97,29.48,29.35,28.88,50705.23,0.45,1.56,28.408,28.819,28.47,37261.86,38793.32,34959.18
2015-11-05,28.7,28.97,28.9,28.2,42376.52,0.25,0.87,28.252,28.86,28.352,34187.35,37646.74,33502.96
2015-11-04,27.5,28.88,28.65,27.5,36690.07,1.35,4.95,28.168,28.83,28.259,39152.64,37304.64,32668.72
2015-11-03,27.79,28.2,27.3,27.08,32033.06,-0.54,-1.94,28.266,28.675,28.112,37782.34,38110.81,30848.76
2015-11-02,27.9,28.64,27.84,27.77,24504.43,-0.73,-2.56,28.798,28.833,28.028,36981.85,38928.34,29771.7
2015-10-30,28.28,28.8,28.57,27.8,35332.66,0.09,0.32,29.23,28.831,27.889,40324.78,38799.15,29168.88
2015-10-29,29.19,29.36,28.48,28.08,67202.97,-0.66,-2.27,29.468,28.784,27.744,41106.13,37926.23,28301.73
2015-10-28,29.86,30.69,29.14,28.92,29838.6,-0.82,-2.74,29.492,28.75,27.594,35456.63,34240.6,25894.9
2015-10-27,29.79,30.29,29.96,29.01,28030.61,-0.04,-0.13,29.084,28.559,27.461,38439.28,33083.59,25576.29
2015-10-26,30.0,30.29,30.0,29.1,41219.06,0.24,0.81,28.868,28.337,27.314,40874.83,31891.76,24791.16
2015-10-23,29.0,29.95,29.76,29.0,39239.39,1.16,4.06,28.432,28.12,27.174,37273.52,31125.05,24181.72
2015-10-22,27.25,28.68,28.6,27.1,38955.51,1.5,5.54,28.1,27.844,27.074,34746.34,29359.18,23807.98
2015-10-21,28.9,29.55,27.1,26.59,44751.83,-1.78,-6.16,28.008,27.688,26.972,33024.57,28032.8,23165.54
2015-10-20,27.82,28.88,28.88,27.7,40208.37,1.06,3.81,28.034,27.548,26.918,27727.89,23586.71,23196.17
2015-10-19,28.11,28.29,27.82,27.65,23212.51,-0.28,-1.0,27.806,27.223,26.735,22908.69,20615.05,22259.23
2015-10-16,28.4,28.53,28.1,27.66,26603.46,-0.04,-0.14,27.808,26.946,26.494,24976.57,19538.61,22304.08
2015-10-15,27.11,28.2,28.14,27.11,30346.69,0.91,3.34,27.588,26.703,26.282,23972.02,18677.24,22306.49
2015-10-14,27.71,28.27,27.23,27.11,18268.42,-0.51,-1.84,27.368,26.438,26.188,23041.02,17549.2,21368.8
2015-10-13,27.76,28.07,27.74,27.5,16112.38,-0.09,-0.32,27.062,26.363,26.136,19445.53,18068.99,21787.92
2015-10-12,27.13,28.44,27.83,27.13,33551.9,0.83,3.07,26.64,26.29,26.079,18321.41,17690.57,22777.14
2015-10-09,26.95,27.08,27.0,26.4,21580.73,-0.04,-0.15,26.084,26.227,25.997,14100.64,17238.4,22566.49
2015-10-08,26.7,27.09,27.04,26.57,25691.66,1.41,5.5,25.818,26.304,25.873,13382.45,18256.78,22783.52
2015-10-07,25.67,25.92,25.7,25.35,291.0,0.07,0.27,25.508,26.255,25.713,12057.39,18298.29,22866.88
2015-09-30,24.92,26.05,25.63,24.92,10491.75,0.58,2.31,25.664,26.287,25.643,16692.45,22805.63,24835.59
2015-09-29,25.51,25.51,25.05,24.9,12448.07,-0.62,-2.42,25.94,26.247,25.672,17059.73,23903.4,26410.22
2015-09-28,25.49,25.94,25.67,24.77,17989.77,0.18,0.71,26.37,26.042,25.782,20376.15,25069.55,29061.34
2015-09-25,26.53,26.65,25.49,25.33,19066.37,-0.99,-3.74,26.79,25.86,25.805,23131.12,25935.75,30629.2
2015-09-24,27.01,27.38,26.48,26.32,23466.28,-0.53,-1.96,27.002,25.937,25.718,24539.2,25188.4,33044.25
2015-09-23,26.86,27.31,27.01,26.5,12328.15,-0.19,-0.7,26.91,25.908,25.529,28918.81,25506.86,36458.37
2015-09-22,27.77,27.84,27.2,26.88,29030.19,-0.57,-2.05,26.554,25.867,25.437,30747.07,27863.71,38498.35
2015-09-21,26.3,27.77,27.77,25.86,31764.59,1.22,4.59,25.714,25.767,25.476,29762.95,27894.59,39817.74
2015-09-18,26.07,26.59,26.55,25.82,26106.77,0.53,2.04,24.93,25.441,25.528,28740.38,27310.25,40617.73
2015-09-17,25.19,27.19,26.02,25.19,45364.37,0.79,3.13,24.872,25.171,25.725,25837.6,27435.47,42180.29
